InteractionSpeciesCode,BatPopulationCode,FlyPopulationCode,RefCode,SiteCode,CurrentBatSpecies,BatSubspecies,CurrentFlySpecies,FlySubspecies,NumberInteractions,NumberInteractionsByFlyFemales,NumberInteractionsByFlyMales,NumberInteractionsByFlyUndetermined,BatInfested,BatInfestedFemales,BatInfestedMales,Prevalence,PrevalenceOnBatFemales,PrevalenceOnBatMales,MeanFlyIntensity,MeanFlyIntensityOnBatFemales,MeanFlyIntensityOnBatMales,MeanFlyAbundance,MeanFlyAbundaceOnBatFemales,MeanFlyAbundanceOnBatMales,Observations
BFSSI3438,BFBPOP1782,BFFPOP2521,BFR130,BFA416,Carollia perspicillata,NA,Trichobius jonblingi,NA,48,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3439,BFBPOP1777,BFFPOP2522,BFR130,BFA416,Phyllostomus hastatus,NA,Trichobius longipes,NA,38,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3440,BFBPOP1777,BFFPOP2523,BFR130,BFA416,Phyllostomus hastatus,NA,Trichobius sparsus,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3441,BFBPOP1784,BFFPOP2524,BFR131,BFA417,Anoura geoffroyi,NA,Anastrebla modestini,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3442,BFBPOP1784,BFFPOP2525,BFR131,BFA417,Anoura geoffroyi,NA,Exastinion clovisi,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3443,BFBPOP1785,BFFPOP2526,BFR131,BFA417,Desmodus rotundus,NA,Strebla wiedemanni,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3444,BFBPOP1786,BFFPOP2527,BFR131,BFA418,Desmodus rotundus,NA,Aspidoptera falcata,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3445,BFBPOP1786,BFFPOP2528,BFR131,BFA418,Desmodus rotundus,NA,Megistopoda aranea,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3446,BFBPOP1787,BFFPOP2529,BFR131,BFA419,Carollia perspicillata,NA,Speiseria ambigua,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3447,BFBPOP1788,BFFPOP2530,BFR132,BFA420,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3448,BFBPOP1789,BFFPOP2531,BFR132,BFA421,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3449,BFBPOP1790,BFFPOP2532,BFR132,BFA422,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3450,BFBPOP1791,BFFPOP2533,BFR132,BFA423,Macrotus californicus,NA,Trichobius adamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3451,BFBPOP1792,BFFPOP2534,BFR132,BFA424,Choeronycteris mexicana,NA,Paratrichobius longicrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3452,BFBPOP1792,BFFPOP2535,BFR132,BFA424,Choeronycteris mexicana,NA,Trichobius mixtus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3453,BFBPOP1793,BFFPOP2536,BFR132,BFA425,Myotis thysanodes,NA,Basilia forcipata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3454,BFBPOP1794,BFFPOP2537,BFR132,BFA426,Leptonycteris nivalis,NA,Trichobius sphaeronotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3455,BFBPOP1795,BFFPOP2538,BFR132,BFA427,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3456,BFBPOP1796,BFFPOP2539,BFR132,BFA428,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3457,BFBPOP1797,BFFPOP2540,BFR132,BFA429,Macrotus californicus,NA,Nycterophilia coxata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3458,BFBPOP1797,BFFPOP2541,BFR132,BFA429,Macrotus californicus,NA,Trichobius adamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3459,BFBPOP1798,BFFPOP2542,BFR132,BFA430,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3460,BFBPOP1799,BFFPOP2543,BFR132,BFA431,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3461,BFBPOP1800,BFFPOP2544,BFR132,BFA432,Macrotus californicus,NA,Trichobius adamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3462,BFBPOP1801,BFFPOP2545,BFR132,BFA433,Corynorhinus townsendii,NA,Basilia corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3463,BFBPOP1802,BFFPOP2546,BFR132,BFA434,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3464,BFBPOP1803,BFFPOP2547,BFR132,BFA435,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3465,BFBPOP1804,BFFPOP2548,BFR132,BFA436,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3466,BFBPOP1805,BFFPOP2549,BFR132,BFA437,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3467,BFBPOP1806,BFFPOP2550,BFR132,BFA438,Myotis californicus,NA,Basilia forcipata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3468,BFBPOP1807,BFFPOP2551,BFR132,BFA439,Macrotus californicus,NA,Trichobius adamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3469,BFBPOP1808,BFFPOP2552,BFR132,BFA440,Myotis thysanodes,NA,Basilia forcipata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3470,BFBPOP1809,BFFPOP2553,BFR132,BFA441,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3471,BFBPOP1810,BFFPOP2554,BFR132,BFA442,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3472,BFBPOP1811,BFFPOP2555,BFR132,BFA443,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3473,BFBPOP1812,BFFPOP2556,BFR132,BFA444,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3474,BFBPOP1813,BFFPOP2557,BFR132,BFA445,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3475,BFBPOP1814,BFFPOP2558,BFR132,BFA446,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3476,BFBPOP1815,BFFPOP2559,BFR132,BFA447,Antrozous pallidus,NA,Basilia antrozoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3477,BFBPOP1816,BFFPOP2560,BFR132,BFA448,Corynorhinus townsendii,NA,Trichobius corynorhini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3478,BFBPOP1817,BFFPOP2561,BFR133,BFA449,Desmodus rotundus,NA,Trichobius parasiticus,NA,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3479,BFBPOP1817,BFFPOP2562,BFR133,BFA449,Desmodus rotundus,NA,Trichobius johnsonae,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3480,BFBPOP1817,BFFPOP2563,BFR133,BFA449,Desmodus rotundus,NA,Trichobius yunkeri,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3481,BFBPOP1817,BFFPOP2564,BFR133,BFA449,Desmodus rotundus,NA,Strebla wiedemanni,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3482,BFBPOP1817,BFFPOP2565,BFR133,BFA449,Desmodus rotundus,NA,Nycterophilia natali,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3483,BFBPOP1818,BFFPOP2566,BFR134,BFA450,Myotis simus,NA,Basilia anceps,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3484,BFBPOP1819,BFFPOP2567,BFR134,BFA450,Lasiurus borealis,frantzii,Basilia ferruginea,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3485,BFBPOP1820,BFFPOP2568,BFR134,BFA450,Lasiurus castaneus,NA,Basilia handleyi,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3486,BFBPOP1821,BFFPOP2569,BFR134,BFA450,Eptesicus brasiliensis,propinquus,Basilia wenzeli,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3487,BFBPOP1822,BFFPOP2570,BFR134,BFA451,Myotis nigricans,NA,Basilia myotis,NA,29,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3488,BFBPOP1823,BFFPOP2571,BFR134,BFA452,Myotis nigricans,NA,Basilia myotis,NA,21,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3489,BFBPOP1824,BFFPOP2572,BFR134,BFA453,Artibeus jamaicensis,NA,Basilia wenzeli,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3490,BFBPOP1825,BFFPOP2573,BFR134,BFA454,Myotis nigricans,NA,Basilia dunni,NA,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3491,BFBPOP1826,BFFPOP2574,BFR134,BFA455,Myotis nigricans,NA,Basilia anceps,NA,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3492,BFBPOP1827,BFFPOP2575,BFR134,BFA455,Eptesicus brasiliensis,propinquus,Basilia wenzeli,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3493,BFBPOP1828,BFFPOP2576,BFR134,BFA456,Myotis albescens,NA,Basilia dunni,NA,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3494,BFBPOP1829,BFFPOP2577,BFR134,BFA457,Eptesicus brasiliensis,propinquus,Basilia wenzeli,NA,9,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3495,BFBPOP1830,BFFPOP2578,BFR135,BFA458,Myotis albescens,NA,Basilia dubia,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3496,BFBPOP1831,BFFPOP2579,BFR135,BFA459,Myotis nigricans,NA,Basilia ferrisi,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3497,BFBPOP1832,BFFPOP2580,BFR135,BFA460,Myotis albescens,frantzii,Basilia dubia,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3498,BFBPOP1833,BFFPOP2581,BFR135,BFA460,Eptesicus brasiliensis,NA,Basilia ortizi,NA,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3499,BFBPOP1834,BFFPOP2582,BFR135,BFA461,Eptesicus brasiliensis,propinquus,Basilia ortizi,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3500,BFBPOP1835,BFFPOP2583,BFR135,BFA462,Myotis riparius,NA,Basilia ortizi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3501,BFBPOP1836,BFFPOP2584,BFR135,BFA463,Myotis nigricans,NA,Basilia tuttlei,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3502,BFBPOP1837,BFFPOP2585,BFR135,BFA464,Eptesicus brasiliensis,NA,Basilia ortizi,NA,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3503,BFBPOP1838,BFFPOP2585,BFR135,BFA464,Eptesicus furinalis,NA,Basilia ortizi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3504,BFBPOP1839,BFFPOP2586,BFR135,BFA465,Myotis riparius,NA,Basilia ferrisi,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3505,BFBPOP1840,BFFPOP2587,BFR135,BFA466,Myotis albescens,propinquus,Basilia dubia,NA,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3506,BFBPOP1841,BFFPOP2587,BFR135,BFA466,Saccopteryx bilineata,NA,Basilia dubia,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3507,BFBPOP1842,BFFPOP2588,BFR135,BFA466,Myotis riparius,propinquus,Basilia juquiensis,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3508,BFBPOP1843,BFFPOP2589,BFR135,BFA467,Myotis albescens,NA,Basilia dubia,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3509,BFBPOP1844,BFFPOP2590,BFR135,BFA468,Gardnerycteris crenulatum,NA,Basilia tiptoni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3510,BFBPOP1845,BFFPOP2591,BFR135,BFA469,Eptesicus furinalis,NA,Basilia ortizi,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3511,BFBPOP1846,BFFPOP2592,BFR135,BFA470,Myotis oxyotus,NA,Basilia typhlops,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3512,BFBPOP1847,BFFPOP2593,BFR135,BFA471,Enchisthenes hartii,NA,Basilia ortizi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3513,BFBPOP1848,BFFPOP2594,BFR135,BFA471,Eptesicus andinus,NA,Basilia wenzeli,NA,29,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3514,BFBPOP1849,BFFPOP2595,BFR135,BFA472,Rhogeessa tumida,NA,Basilia anomala,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3515,BFBPOP1850,BFFPOP2596,BFR135,BFA472,Gardnerycteris crenulatum,NA,Basilia tiptoni,NA,44,28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3516,BFBPOP1851,BFFPOP2597,BFR135,BFA473,Myotis albescens,NA,Basilia ferrisi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3517,BFBPOP1852,BFFPOP2597,BFR135,BFA473,Myotis nigricans,NA,Basilia ferrisi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3518,BFBPOP1853,BFFPOP2598,BFR135,BFA474,Desmodus rotundus,NA,Basilia ferrisi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3519,BFBPOP1854,BFFPOP2599,BFR135,BFA475,Eptesicus furinalis,NA,Basilia ortizi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3520,BFBPOP1855,BFFPOP2600,BFR135,BFA476,Gardnerycteris crenulatum,NA,Basilia tiptoni,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3521,BFBPOP1856,BFFPOP2601,BFR136,BFA462,Myotis albescens,NA,Basilia dubia,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3522,BFBPOP1857,BFFPOP2602,BFR136,BFA477,Myotis albescens,NA,Basilia dunni,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3523,BFBPOP1858,BFFPOP2603,BFR136,BFA463,Myotis albescens,NA,Basilia dubia,NA,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3524,BFBPOP1859,BFFPOP2604,BFR136,BFA459,Myotis albescens,NA,Basilia dunni,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3525,BFBPOP1860,BFFPOP2605,BFR136,BFA478,Eptesicus sp.,NA,Basilia ortizi,NA,12,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3526,BFBPOP1861,BFFPOP2606,BFR136,BFA479,Myotis nigricans,NA,Basilia ferrisi,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3527,BFBPOP1862,BFFPOP2607,BFR136,BFA480,Rhogeessa tumida,NA,Basilia anomala,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3528,BFBPOP1863,BFFPOP2608,BFR136,BFA481,Myotis simus,NA,Basilia ferrisi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3529,BFBPOP1864,BFFPOP2609,BFR137,BFA482,Carollia perspicillata,NA,Trichobius mixtus,NA,33,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3530,BFBPOP1865,BFFPOP2610,BFR137,BFA483,Phyllostomus hastatus,NA,Trichobius mixtus,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3531,BFBPOP1866,BFFPOP2611,BFR137,BFA484,Phyllostomus hastatus,NA,Trichobius mixtus,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3532,BFBPOP1867,BFFPOP2612,BFR138,BFA485,Phyllostomus hastatus,NA,Trichobius longipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3533,BFBPOP1868,BFFPOP2613,BFR138,BFA486,Carollia perspicillata,NA,Trichobius caecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3534,BFBPOP1868,BFFPOP2614,BFR138,BFA486,Carollia perspicillata,NA,Trichobius joblingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3535,BFBPOP1869,BFFPOP2615,BFR139,BFA487,Desmodus rotundus,NA,Euctenodes miriabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3536,BFBPOP1869,BFFPOP2616,BFR139,BFA487,Desmodus rotundus,NA,Trichobius parasiticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3537,BFBPOP1870,BFFPOP2617,BFR139,BFA488,Pteronotus mesoamericanus,NA,Trichobius major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3538,BFBPOP1871,BFFPOP2618,BFR139,BFA489,Desmodus rotundus,NA,Euctenodes miriabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3539,BFBPOP1871,BFFPOP2619,BFR139,BFA489,Desmodus rotundus,NA,Trichobius parasiticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3540,BFBPOP1872,BFFPOP2620,BFR139,BFA490,Natalus mexicanus,NA,Nycterophillia coxata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3541,BFBPOP1872,BFFPOP2621,BFR139,BFA490,Natalus mexicanus,NA,Speiseria ambigua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3542,BFBPOP1872,BFFPOP2622,BFR139,BFA490,Natalus mexicanus,NA,Trichobius caecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3543,BFBPOP1873,BFFPOP2623,BFR139,BFA491,Natalus mexicanus,NA,Trichobius caecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3544,BFBPOP1874,BFFPOP2624,BFR139,BFA492,Natalus mexicanus,NA,Trichobius caecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3545,BFBPOP1875,BFFPOP2625,BFR139,BFA493,Macrotus waterhousii,mexicanus,Nycterophillia coxata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3546,BFBPOP1875,BFFPOP2626,BFR139,BFA493,Macrotus waterhousii,mexicanus,Trichobius adamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3547,BFBPOP1876,BFFPOP2627,BFR139,BFA494,Anoura geoffroyi,NA,Aspidoptera clovisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3548,BFBPOP1876,BFFPOP2628,BFR139,BFA494,Anoura geoffroyi,NA,Strebla vespertilionis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3549,BFBPOP1877,BFFPOP2629,BFR139,BFA495,Pteronotus davyi,NA,Nycterophillia coxata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3550,BFBPOP1877,BFFPOP2630,BFR139,BFA495,Pteronotus davyi,NA,Trichobius sphaeronotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3551,BFBPOP1878,BFFPOP2631,BFR139,BFA496,Molossus rufus,NA,Euctenodes miriabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3552,BFBPOP1879,BFFPOP2632,BFR139,BFA497,Artibeus sp.,NA,Pterellipsis aranea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3553,BFBPOP1880,BFFPOP2633,BFR139,BFA498,Macrotus waterhousii,mexicanus,Nycterophillia coxata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3554,BFBPOP1880,BFFPOP2634,BFR139,BFA498,Macrotus waterhousii,mexicanus,Trichobius adamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3555,BFBPOP1881,BFFPOP2635,BFR139,BFA499,Saccopteryx bilineata,NA,Trichobius uniformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3556,BFBPOP1882,BFFPOP2636,BFR139,BFA500,Artibeus jamaicensis,NA,Trichobius dugesii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3557,BFBPOP1883,BFFPOP2637,BFR139,BFA501,Molossus rufus,NA,Euctenodes miriabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3558,BFBPOP1884,BFFPOP2638,BFR140,BFA502,Artibeus lituratus,NA,Aspidoptera phyllostomatis,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI3559,BFBPOP1885,BFFPOP2639,BFR140,BFA502,Tonatia saurophila,NA,Mastoptera minuta,NA,8,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
